Bin,House Number,Street Name,Zip,Community Board,Borough Name,Block,Lot,LONGITUDE_POINT_X,LATITUDE_POINT_Y
1004109,68,CLINTON STREET,10002,103,Manhattan,344,138,-73.98474884,40.71924973
1004117,175,STANTON STREET,10002,103,Manhattan,344,150,-73.98428345,40.71995926
1004360,298,EAST 3 STREET,10009,103,Manhattan,372,22,-73.97960663,40.72100067
1004483,268,EAST 7 STREET,10009,103,Manhattan,376,26,-73.97741699,40.7232399
1004610,37,AVENUE B,10009,103,Manhattan,386,1,-73.98262787,40.72269058
1005581,276,GRAND STREET,10002,103,Manhattan,418,56,-73.99266815,40.71802902
1005896,158,1 AVENUE,10009,103,Manhattan,437,6,-73.98430634,40.72843933
1005898,162,1 AVENUE,10009,103,Manhattan,437,8,-73.98428345,40.72858047
1005994,444,EAST 13 STREET,10009,103,Manhattan,440,30,-73.98148346,40.72974014
1006380,143,1 AVENUE,10003,103,Manhattan,450,30,-73.98529816,40.72816849
1006383,79,ST MARKS PLACE,10003,103,Manhattan,450,35,-73.98555756,40.72789001
1006455,163,1 AVENUE,10003,103,Manhattan,452,37,-73.98468781,40.72901154
1006594,75,2 AVENUE,10003,103,Manhattan,460,39,-73.9895401,40.7265892
1006907,221,2 AVENUE,10003,103,Manhattan,469,33,-73.98552704,40.73215103
1007074,62,GRAND STREET,10013,102,Manhattan,475,32,-74.00325775,40.72237015
1007481,24,PRINCE STREET,10012,102,Manhattan,493,16,-73.99465179,40.72269058
1007496,231,MOTT STREET,10012,102,Manhattan,494,24,-73.99533844,40.72264099
1010282,14,GAY STREET,10014,102,Manhattan,593,48,-74.00055695,40.73365021
1013027,328,WEST 15 STREET,10011,104,Manhattan,738,56,-74.00335693,40.74079132
1013980,152,7 AVENUE,10011,104,Manhattan,769,34,-73.99765015,40.74185944
1014113,229,WEST 22 STREET,10011,104,Manhattan,772,30,-73.99690247,40.74399948
1014295,208,WEST 30 STREET,10001,105,Manhattan,779,49,-73.99324799,40.74856949
1015015,763,6 AVENUE,10010,104,Manhattan,801,40,-73.99191284,40.74457932
1015064,145,WEST 27 STREET,10001,105,Manhattan,803,7503,-73.9927063,40.74641037
1015092,136,WEST 28 STREET,10001,105,Manhattan,803,60,-73.99223328,40.746521
1015810,23,WEST 31 STREET,10001,105,Manhattan,833,27,-73.98710632,40.74726868
1016986,15,EAST 31 STREET,10016,105,Manhattan,861,7501,-73.98480225,40.7462883
1025018,334,WEST 46 STREET,10036,104,Manhattan,1036,47,-73.98937988,40.76015091
1032025,123,WEST 81 STREET,10024,107,Manhattan,1212,25,-73.97515869,40.78377914
1032123,162,WEST 84 STREET,10024,107,Manhattan,1214,61,-73.97576141,40.78614044
1033649,698,AMSTERDAM AVENUE,10025,107,Manhattan,1241,35,-73.97176361,40.79270935
1033650,200,WEST 94 STREET,10025,107,Manhattan,1241,36,-73.97170258,40.79278183
1038476,981,2 AVENUE,10022,106,Manhattan,1325,31,-73.96794128,40.75614929
1038764,838,2 AVENUE,10017,106,Manhattan,1337,51,-73.97070313,40.75141144
1046666,23,EAST 81 STREET,10028,108,Manhattan,1493,7506,-73.96148682,40.77801895
1049952,1626,2 AVENUE,10028,108,Manhattan,1547,2,-73.95230865,40.77661133
1051941,1642,LEXINGTON AVENUE,10029,111,Manhattan,1631,56,-73.9475708,40.79092026
1051972,168,EAST 105 STREET,10029,111,Manhattan,1632,44,-73.94605255,40.79101944
1052200,160,EAST 111 STREET,10029,111,Manhattan,1638,148,-73.94365692,40.79507065
1052247,171,EAST 115 STREET,10029,111,Manhattan,1643,29,-73.94120026,40.79777908
1052262,1863,LEXINGTON AVENUE,10029,111,Manhattan,1643,52,-73.94164276,40.79832077
1052271,110,EAST  116 STREET,10029,111,Manhattan,1643,7502,-73.94275665,40.79880142
1052332,101,EAST 117 STREET,10035,111,Manhattan,1645,1,-73.94229126,40.79996109
1052467,2145,   2 AVENUE,10029,111,Manhattan,1660,23,-73.9406662,40.79352188
1052837,2121,1 AVENUE,10029,111,Manhattan,1681,23,-73.93885803,40.79177094
1052924,322,EAST 116 STREET,10029,111,Manhattan,1687,41,-73.93688965,40.79632187
1053037,273,PLEASANT AVENUE,10029,111,Manhattan,1708,124,-73.93415833,40.79417038
1053056,432,EAST 116 STREET,10029,111,Manhattan,1709,35,-73.93437958,40.79526138
1054016,14,EAST 125 STREET,10035,111,Manhattan,1749,64,-73.94164276,40.80583954
1054207,2081,5 AVENUE,10035,111,Manhattan,1753,102,-73.94042969,40.80841827
1054246,2056,MADISON AVENUE,10035,111,Manhattan,1754,58,-73.93863678,40.80891037
1054328,2093,MADISON AVENUE,10037,111,Manhattan,1756,50,-73.93727112,40.8098793
1054342,2153,5 AVENUE,10037,111,Manhattan,1756,72,-73.93894958,40.81042099
1054648,2411,2 AVENUE,10035,111,Manhattan,1788,27,-73.93453217,40.80197906
1054710,329,EAST 118 STREET,10035,111,Manhattan,1795,16,-73.93538666,40.79795074
1054858,406,EAST  119 STREET,10035,111,Manhattan,1806,145,-73.93367767,40.79763031
1054948,143,WEST 111 STREET,10026,110,Manhattan,1821,9,-73.95387268,40.79986954
1054981,123,WEST 112 STREET,10026,110,Manhattan,1822,15,-73.95285034,40.80014038
1055008,60,ST NICHOLAS AVENUE,10026,110,Manhattan,1823,18,-73.9521637,40.80080032
1055052,120,WEST 116 STREET,10026,110,Manhattan,1825,45,-73.95111847,40.80231094
1057558,191,LENOX AVENUE,10026,110,Manhattan,1904,33,-73.94838715,40.80445099
1057688,231,LENOX AVENUE,10027,110,Manhattan,1906,33,-73.94747162,40.80569839
1057803,144,WEST  124 STREET,10027,110,Manhattan,1908,52,-73.94780731,40.807621
1058117,158,WEST 132 STREET,10027,110,Manhattan,1916,55,-73.94432831,40.81280899
1058118,162,WEST 132 STREET,10027,110,Manhattan,1916,56,-73.94445801,40.81285858
1058427,200,WEST 119 STREET,10026,110,Manhattan,1924,36,-73.95157623,40.80522156
1058485,208,ST NICHOLAS AVENUE,10027,110,Manhattan,1926,61,-73.95263672,40.80720139
1058491,222,ST NICHOLAS AVENUE,10027,110,Manhattan,1927,2,-73.95259857,40.80764008
1058532,244,WEST  122 STREET,10027,110,Manhattan,1927,58,-73.95202637,40.80775833
1058893,2302,7 AVENUE,10030,110,Manhattan,1941,30,-73.94393921,40.81567001
1059005,361,WEST 116 STREET,10026,110,Manhattan,1943,11,-73.9570694,40.80545044
1059163,63,MORNINGSIDE AVENUE,10027,110,Manhattan,1947,64,-73.9557724,40.8083992
1059530,467,WEST 125 STREET,10027,109,Manhattan,1966,38,-73.95575714,40.81327057
1059624,1437,AMSTERDAM AVENUE,10027,109,Manhattan,1970,34,-73.95371246,40.81632996
1059691,543,WEST 125 STREET,10027,109,Manhattan,1982,5,-73.95717621,40.81489944
1059808,528,WEST 136 STREET,10031,109,Manhattan,1988,127,-73.9537735,40.82017899
1060413,2400,7 AVENUE,10030,110,Manhattan,2026,29,-73.94164276,40.81882095
1060498,269,WEST 146 STREET,10039,110,Manhattan,2032,7,-73.94062042,40.82341003
1060525,283,WEST 147 STREET,10039,110,Manhattan,2033,11,-73.93985748,40.82389832
1060661,315,WEST 138 STREET,10030,110,Manhattan,2041,40,-73.94576263,40.81893158
1060752,300,WEST 142 STREET,10030,110,Manhattan,2043,18,-73.9437027,40.82094955
1060854,301,WEST 150 STREET,10039,110,Manhattan,2046,7,-73.93979645,40.82632828
1060864,2843,8 AVENUE,10039,110,Manhattan,2046,32,-73.93919373,40.82709122
1061188,76,ST NICHOLAS PLACE,10032,109,Manhattan,2054,79,-73.94043732,40.82939148
1061189,66,ST NICHOLAS PLACE,10032,109,Manhattan,2054,82,-73.94064331,40.82912064
1061246,1661,AMSTERDAM AVENUE,10031,109,Manhattan,2058,29,-73.94867706,40.82342148
1061295,468,WEST 144 STREET,10031,109,Manhattan,2059,27,-73.94779205,40.8241806
1061775,572,WEST 141 STREET,10031,109,Manhattan,2072,59,-73.95191193,40.82347107
1061930,533,WEST 145 STREET,10031,109,Manhattan,2077,10,-73.94927216,40.82624054
1061931,531,WEST 145 STREET,10031,109,Manhattan,2077,12,-73.94917297,40.82619858
1061944,1730,AMSTERDAM AVENUE,10031,109,Manhattan,2077,34,-73.94754791,40.82579041
1061977,519,WEST  147 STREET,10031,109,Manhattan,2079,19,-73.9477005,40.82722092
1062020,539,WEST 148 STREET,10031,109,Manhattan,2080,14,-73.94760895,40.82799149
1062022,535,WEST 148 STREET,10031,109,Manhattan,2080,16,-73.94748688,40.82793045
1062172,521,WEST 150 STREET,10031,109,Manhattan,2082,120,-73.94618988,40.82902145
1062318,613,WEST 140 STREET,10031,109,Manhattan,2088,19,-73.95374298,40.82390976
1062599,425,WEST 162 STREET,10032,112,Manhattan,2110,41,-73.93817139,40.83536911
1062647,470,WEST 166 STREET,10032,112,Manhattan,2111,50,-73.93771362,40.83823013
1062752,538,WEST 159 STREET,10032,112,Manhattan,2117,17,-73.94296265,40.8346405
1062785,560,WEST 160 STREET,10032,112,Manhattan,2118,11,-73.94294739,40.83544922
1062823,580,WEST 161 STREET,10032,112,Manhattan,2119,5,-73.94280243,40.83620071
1062824,576,WEST 161 STREET,10032,112,Manhattan,2119,12,-73.94252777,40.83609009
1062917,531,WEST 162 STREET,10032,112,Manhattan,2122,13,-73.940979,40.83673859
1062932,546,WEST 165 STREET,10032,112,Manhattan,2122,82,-73.94051361,40.83853149
1062936,548,WEST 164 STREET,10032,112,Manhattan,2122,110,-73.94064331,40.83774185
1063171,2304,AMSTERDAM AVENUE,10033,112,Manhattan,2131,48,-73.93434143,40.84394836
1063218,580,WEST 176 STREET,10033,112,Manhattan,2133,10,-73.93562317,40.84568024
1063235,1356,ST NICHOLAS AVENUE,10033,112,Manhattan,2133,66,-73.93495941,40.84708023
1063319,638,WEST 160 STREET,10032,112,Manhattan,2136,60,-73.94554901,40.83654022
1063323,645,WEST 160 STREET,10032,112,Manhattan,2136,90,-73.94521332,40.8368988
1063572,650,WEST 177 STREET,10033,112,Manhattan,2145,47,-73.93723297,40.847229
1063573,82,WADSWORTH AVENUE,10033,112,Manhattan,2145,49,-73.93731689,40.8470993
1063599,508,WEST 180 STREET,10033,112,Manhattan,2152,41,-73.93232727,40.84756851
1063662,350,AUDUBON AVENUE,10033,112,Manhattan,2154,52,-73.93179321,40.84976959
1063766,552,WEST 185 STREET,10033,112,Manhattan,2157,15,-73.93110657,40.8510704
1063940,620,WEST  182 STREET,10033,112,Manhattan,2165,6,-73.93430328,40.8501091
1064140,108,ELLWOOD STREET,10040,112,Manhattan,2172,39,-73.92954254,40.86151886
1064506,407,WEST 205 STREET,10034,112,Manhattan,2202,31,-73.91854858,40.86286926
1076384,327,EAST  109 STREET,10029,111,Manhattan,1681,14,-73.93965912,40.7922287
1076703,213,WEST  139 STREET,10030,110,Manhattan,2025,24,-73.94254303,40.81837845
1077395,35,MADISON STREET,10038,103,Manhattan,116,46,-73.99893951,40.71207047
1078214,40,HORATIO STREET,10014,102,Manhattan,626,32,-74.00485229,40.73857117
1078758,159,EAST 33 STREET,10016,106,Manhattan,889,32,-73.97921753,40.74555969
1079433,56,EAST  130 STREET,10037,111,Manhattan,1754,46,-73.93781281,40.80842972
1079504,262,WEST  122 STREET,10027,110,Manhattan,1927,59,-73.95217133,40.80781937
1081574,240,WEST  116 STREET,10026,110,Manhattan,1831,53,-73.95455933,40.80376053
1082505,50,DELANCEY STREET,10002,103,Manhattan,420,70,-73.99128723,40.719841
1085042,401,WEST   49 STREET,10019,104,Manhattan,1059,29,-73.98960114,40.76308823
1813359,111,TESTING AVENUE,10001,101,Manhattan,1,1,,
2000031,494,EAST 138 STREET,10454,201,Bronx,2265,3,-73.91992188,40.80754852
2000037,518,EAST 138 STREET,10454,201,Bronx,2265,29,-73.9189682,40.80715179
2000419,418,EAST 143 STREET,10454,201,Bronx,2287,15,-73.91990662,40.81174088
2000588,352,EAST 139 STREET,10454,201,Bronx,2301,11,-73.92385864,40.81015015
2000590,380,EAST 139 STREET,10454,201,Bronx,2301,22,-73.92304993,40.80979919
2000871,340,EAST 148 STREET,10451,201,Bronx,2329,68,-73.92051697,40.81581116
2000872,342,EAST 148 STREET,10451,201,Bronx,2329,69,-73.92043304,40.81578827
2001493,422,EAST 161 STREET,10451,203,Bronx,2382,14,-73.91304016,40.82368088
2001509,430,EAST 162 STREET,10451,203,Bronx,2383,18,-73.91246033,40.82424164
2001588,15,GOUVERNEUR PLACE,10456,203,Bronx,2388,51,-73.90831757,40.82931137
2002005,951,COLLEGE AVENUE,10456,204,Bronx,2423,36,-73.91607666,40.82762146
2002052,1046,CLAY AVENUE,10456,204,Bronx,2425,5,-73.91251373,40.82847977
2002136,1047,CLAY AVENUE,10456,204,Bronx,2428,33,-73.91298676,40.8286705
2002138,1043,CLAY AVENUE,10456,204,Bronx,2428,35,-73.91306305,40.8285408
2002189,312,EAST 165 STREET,10456,204,Bronx,2432,40,-73.91512299,40.82863998
2002224,1056,FINDLAY AVENUE,10456,204,Bronx,2433,46,-73.91417694,40.82913971
2002225,1060,FINDLAY AVENUE,10456,204,Bronx,2433,48,-73.91412354,40.82923126
2002226,1064,FINDLAY AVENUE,10456,204,Bronx,2433,49,-73.91407776,40.829319
2002228,1072,FINDLAY AVENUE,10456,204,Bronx,2433,52,-73.91396332,40.82949829
2002233,1081,TELLER AVENUE,10456,204,Bronx,2433,61,-73.91351318,40.82958984
2002244,1055,TELLER AVENUE,10456,204,Bronx,2433,73,-73.91385651,40.82899094
2002282,1121,TELLER AVENUE,10456,204,Bronx,2434,78,-73.91301727,40.83039093
2002395,1041,COLLEGE AVENUE,10456,204,Bronx,2437,28,-73.91545105,40.82973099
2002436,1237,COLLEGE AVENUE,10456,204,Bronx,2439,69,-73.91300201,40.83388901
2002538,1060,GRANT AVENUE,10456,204,Bronx,2448,10,-73.91663361,40.83024979
2002631,1067,GRANT AVENUE,10456,204,Bronx,2451,30,-73.91709137,40.8305397
2003418,1027,SUMMIT AVENUE,10452,204,Bronx,2523,132,-73.93002319,40.83401871
2003508,1207,OGDEN AVENUE,10452,204,Bronx,2528,28,-73.9267807,40.83805084
2003597,151,BRUCKNER BOULEVARD,10454,201,Bronx,2546,140,-73.91938782,40.80363846
2003933,511,CONCORD AVENUE,10455,201,Bronx,2579,37,-73.90878296,40.81216049
2003945,536,CONCORD AVENUE,10455,201,Bronx,2580,18,-73.90796661,40.81275177
2004268,1133,BOSTON ROAD,10456,203,Bronx,2613,26,-73.90426636,40.82820892
2004336,707,EAGLE AVENUE,10455,201,Bronx,2617,57,-73.91026306,40.81840897
2004363,3198,3 AVENUE,10451,203,Bronx,2620,4,-73.90910339,40.82262039
2004367,3206,3 AVENUE,10451,203,Bronx,2620,8,-73.90895844,40.82284927
2005017,812,EAST 165 STREET,10459,203,Bronx,2678,28,-73.90101624,40.82415009
2005119,673,BECK STREET,10455,202,Bronx,2685,64,-73.90144348,40.81497955
2005194,910,PROSPECT AVENUE,10459,202,Bronx,2690,22,-73.90059662,40.82126999
2005226,865,EAST 164 STREET,10459,202,Bronx,2690,202,-73.89927673,40.82347107
2005230,866,EAST 164 STREET,10459,202,Bronx,2690,206,-73.89929199,40.82313156
2005248,1023,STEBBINS AVENUE,10459,202,Bronx,2691,44,-73.89911652,40.82402039
2005359,941,INTERVALE AVENUE,10459,202,Bronx,2697,45,-73.8972168,40.82130814
2005441,745,KELLY STREET,10455,202,Bronx,2701,47,-73.89940643,40.81718063
2005531,770,BECK STREET,10455,202,Bronx,2707,53,-73.89817047,40.81652069
2005559,740,KELLY STREET,10455,202,Bronx,2708,31,-73.89913177,40.81674957
2005718,1124,FOX STREET,10459,203,Bronx,2719,92,-73.89356995,40.82762146
2005795,1076,FOX STREET,10459,202,Bronx,2726,25,-73.89359283,40.82595062
2005868,925,BRUCKNER BOULEVARD,10459,202,Bronx,2733,24,-73.89292908,40.81861115
2006064,1161,HOE AVENUE,10459,203,Bronx,2745,37,-73.89116669,40.82775879
2006088,1020,FAILE STREET,10459,202,Bronx,2748,7501,-73.88923645,40.82374954
2006096,1036,FAILE STREET,10459,202,Bronx,2748,7501,-73.88928986,40.82429886
2006130,1021,FAILE STREET,10459,202,Bronx,2749,7501,-73.88983154,40.82381058
2006178,1137,VYSE AVENUE,10459,203,Bronx,2752,51,-73.89024353,40.82735825
2006261,1036,LONGFELLOW AVENUE,10459,202,Bronx,2756,69,-73.88741302,40.82435989
2006282,1050,LOWELL STREET,10459,202,Bronx,2757,42,-73.88693237,40.82575989
2006307,1150,LONGFELLOW AVENUE,10459,203,Bronx,2758,13,-73.88770294,40.82780075
2006451,828,FAILE STREET,10474,202,Bronx,2762,84,-73.88704681,40.81776047
2006458,858,FAILE STREET,10474,202,Bronx,2762,94,-73.88723755,40.81848145
2006459,868,FAILE STREET,10474,202,Bronx,2762,95,-73.88736725,40.81864166
2006512,1261,SPOFFORD AVENUE,10474,202,Bronx,2763,107,-73.88780212,40.81457901
2006524,754,MANIDA STREET,10474,202,Bronx,2763,136,-73.88845825,40.81586838
2006595,1202,SPOFFORD AVENUE,10474,202,Bronx,2765,78,-73.89073944,40.81357956
2006689,619,FAILE STREET,10474,202,Bronx,2766,27,-73.88632202,40.81274033
2007116,396,EAST 170 STREET,10456,204,Bronx,2782,109,-73.90820313,40.83687973
2007315,346,EAST 173 STREET,10457,204,Bronx,2790,18,-73.90522003,40.84321976
2007486,1750,TOPPING AVENUE,10457,205,Bronx,2799,11,-73.90543365,40.84542084
2007488,1754,TOPPING AVENUE,10457,205,Bronx,2799,13,-73.90541077,40.84555817
2007489,1756,TOPPING AVENUE,10457,205,Bronx,2799,14,-73.90541077,40.8456192
2007522,1821,TOPPING AVENUE,10457,205,Bronx,2800,44,-73.90582275,40.84719086
2007821,1515,SELWYN AVENUE,10457,204,Bronx,2819,51,-73.91056061,40.84088898
2007868,1665,MORRIS AVENUE,10457,204,Bronx,2824,15,-73.90976715,40.84357834
2007904,1890,WALTON AVENUE,10453,205,Bronx,2827,36,-73.90908051,40.84939957
2007950,2027,MORRIS AVENUE,10453,205,Bronx,2829,57,-73.90637207,40.85266876
2007993,1466,GRAND CONCOURSE,10457,204,Bronx,2832,40,-73.91230774,40.84056091
2008416,1323,INWOOD AVENUE,10452,204,Bronx,2864,73,-73.9201889,40.83893967
2009557,495,CLAREMONT PARKWAY,10457,203,Bronx,2913,43,-73.90187073,40.83879089
2009599,501,EAST 176 STREET,10457,206,Bronx,2924,1,-73.89745331,40.84566879
2009839,1404,CROTONA PARK EAST,10460,203,Bronx,2938,3,-73.896492,40.83432007
2009969,1916,CROTONA AVENUE,10457,206,Bronx,2950,46,-73.89141083,40.8447113
2010167,771,EAST 169 STREET,10456,203,Bronx,2961,13,-73.89940643,40.83095932
2010200,1417,PROSPECT AVENUE,10459,203,Bronx,2962,40,-73.89704895,40.8324585
2010229,797,JENNINGS STREET,10459,203,Bronx,2963,43,-73.89594269,40.83226013
2010348,1338,PROSPECT AVENUE,10459,203,Bronx,2970,11,-73.89716339,40.82950974
2010353,1348,PROSPECT AVENUE,10459,203,Bronx,2970,16,-73.89703369,40.82983017
2010358,820,FREEMAN STREET,10459,203,Bronx,2970,22,-73.89687347,40.83026886
2010459,1234,INTERVALE AVENUE,10459,203,Bronx,2974,9,-73.89425659,40.82886887
2010463,1159,FOX STREET,10459,203,Bronx,2974,22,-73.89399719,40.82854843
2010472,1220,SIMPSON STREET,10459,203,Bronx,2975,5,-73.89260864,40.82913971
2010511,1550,MINFORD PLACE,10460,203,Bronx,2977,139,-73.88980865,40.83525848
2010690,1892,DALY AVENUE,10460,206,Bronx,2992,16,-73.88459015,40.84001923
2010738,1453,BRYANT AVENUE,10459,203,Bronx,2994,25,-73.88839722,40.83148956
2010771,1481,BRYANT AVENUE,10460,203,Bronx,2995,37,-73.88787079,40.83237839
2010842,1460,BRYANT AVENUE,10460,203,Bronx,3000,4,-73.88764954,40.83169937
2010847,1474,BRYANT AVENUE,10460,203,Bronx,3000,10,-73.88742828,40.8320694
2010854,1494,BRYANT AVENUE,10460,203,Bronx,3000,18,-73.88712311,40.83258057
2010880,1552,BRYANT AVENUE,10460,203,Bronx,3001,58,-73.88613129,40.8342514
2010912,1313,WEST FARMS ROAD,10459,203,Bronx,3007,43,-73.88735962,40.82976913
2011050,311,EAST 188 STREET,10458,205,Bronx,3023,98,-73.89476013,40.86082077
2011216,2408,WEBSTER AVENUE,10458,206,Bronx,3032,3,-73.89346313,40.85892868
2011217,2412,WEBSTER AVENUE,10458,206,Bronx,3032,4,-73.89337158,40.85900116
2011298,4418,PARK AVENUE,10457,206,Bronx,3037,37,-73.89581299,40.85277939
2011312,4464,PARK AVENUE,10457,206,Bronx,3037,57,-73.89510345,40.85404968
2012114,2303,HUGHES AVENUE,10458,206,Bronx,3072,23,-73.88806152,40.85303116
2012172,2384,BELMONT AVENUE,10458,206,Bronx,3074,43,-73.88619995,40.8544693
2012297,1980,BELMONT AVENUE,10457,206,Bronx,3079,53,-73.89108276,40.84642029
2012528,2309,BEAUMONT AVENUE,10458,206,Bronx,3089,59,-73.88552094,40.85261154
2012543,2407,BEAUMONT AVENUE,10458,206,Bronx,3090,25,-73.884552,40.85454941
2012546,689,EAST 187 STREET,10458,206,Bronx,3090,31,-73.88490295,40.85446167
2012703,2117,CLINTON AVENUE,10457,206,Bronx,3096,63,-73.88760376,40.84820938
2012766,2166,CROTONA AVENUE,10457,206,Bronx,3098,22,-73.88658142,40.84986877
2012808,2284,BEAUMONT AVENUE,10457,206,Bronx,3101,8,-73.88545227,40.85163879
2012920,2425,CROTONA AVENUE,10458,206,Bronx,3105,49,-73.88346863,40.8548317
2012926,2411,CROTONA AVENUE,10458,206,Bronx,3105,56,-73.88368988,40.85438156
2012953,2048,MAPES AVENUE,10460,206,Bronx,3108,2,-73.88610077,40.84545898
2013064,2440,PROSPECT AVENUE,10458,206,Bronx,3115,17,-73.88189697,40.8547287
2013318,363,EAST 180 STREET,10457,205,Bronx,3143,132,-73.89858246,40.85211945
2013321,2240,TIEBOUT AVENUE,10457,205,Bronx,3143,150,-73.89759064,40.85557938
2013330,386,EAST 184 STREET,10458,205,Bronx,3143,242,-73.89595032,40.85681915
